Hard Skill,Category,Subcategory,UAE Count,Standardized Count UAE,US Count,Standardized Count US
IT Infrastructure,Information Technology,Computer Science,3107,0.05852265,2339,0.0551114
Financial Accounting,Finance,Financial Accounting,3105,0.05848497,588,0.01385443
Marketing Planning,Marketing and Public Relations,Marketing Strategy and Techniques,3102,0.05842847,379,0.00892998
Healthcare Industry Knowledge,Health Care,Health Care Administration,3092,0.05824011,6233,0.14686163
Market Dynamics,Marketing and Public Relations,Market Analysis,3089,0.0581836,893,0.02104082
Mergers And Acquisitions,Finance,Mergers and Acquisitions,3089,0.0581836,1593,0.03753419
Vendor Management,"Transportation, Supply Chain, and Logistics",Supplier Management,3088,0.05816477,1997,0.04705321
Vital Signs,Health Care,General Medical Tests and Procedures,3068,0.05778805,3939,0.09281052
Solution Architecture,Business,Business Solutions,3067,0.05776922,3256,0.07671771
Landscaping,"Agriculture, Horticulture, and Landscaping",Landscaping and Horticulture,3059,0.05761853,1522,0.03586129
Hand Tools,"Maintenance, Repair, and Facility Services",Hand Tools,3059,0.05761853,3460,0.08152435
Promotional Materials,Marketing and Public Relations,Promotions and Campaigns,3056,0.05756202,987,0.02325564
Bank Statements,Finance,Financial Reporting,3053,0.05750552,474,0.01116836
Data Visualization,Analysis,Data Visualization,3053,0.05750552,3378,0.07959227
Technical Services,Information Technology,Technical Support and Services,3041,0.05727949,1294,0.03048916
Backup Devices,Information Technology,Backup Software,3038,0.05722298,1308,0.03081903
Price Negotiation,"Transportation, Supply Chain, and Logistics",Procurement,3036,0.05718531,625,0.01472622
Tax Returns,Finance,Tax,3027,0.05701579,1143,0.02693131
Electrical Wiring,"Maintenance, Repair, and Facility Services",Basic Electrical Systems,3017,0.05682743,1477,0.034801
Brokerage,Finance,Financial Management,3016,0.05680859,1644,0.03873584
3D Modeling,Engineering,Drafting and Engineering Design,3008,0.05665791,1294,0.03048916
Phone Sales,Sales,General Sales Practices,3002,0.05654489,1865,0.04394304
Mobile Application Development,Information Technology,Mobile Development,3002,0.05654489,1850,0.04358961
Templates,Design,Presentation Design,3001,0.05652606,1740,0.04099779
E-Commerce,Sales,E-Commerce,2996,0.05643188,1635,0.03852379
Blockchain,Information Technology,Blockchain,2990,0.05631886,2813,0.06627976
Data Recording,Information Technology,Data Collection,2969,0.05592331,1514,0.03567279
Know Your Customer,Finance,Financial Regulation,2966,0.05586681,431,0.0101552
Capital Markets,Finance,Financial Trading,2957,0.05569728,1025,0.024151
Sales Pipelines,Sales,General Sales Practices,2953,0.05562194,1479,0.03484812
Docker (Software),Information Technology,Software Development Tools,2951,0.05558427,6753,0.15911384
Kubernetes,Information Technology,IT Automation,2937,0.05532057,7761,0.18286429
Chemical Engineering,Engineering,Chemical and Biomedical Engineering,2924,0.0550757,1016,0.02393894
Cost Reduction,Finance,Cost Accounting,2919,0.05498153,1233,0.02905188
Financial Regulations,Finance,Financial Regulation,2908,0.05477433,819,0.01929724
Medical Records,Health Care,Health Information Management and Medical Records,2905,0.05471783,5565,0.13112225
Built Environment,Engineering,Civil and Architectural Engineering,2897,0.05456714,730,0.01720022
Inventory Management System,"Transportation, Supply Chain, and Logistics",Inventory and Warehousing,2885,0.05434111,948,0.02233673
Conflict Resolution,"Law, Regulation, and Compliance",Litigation and Civil Justice,2883,0.05430344,2139,0.05039901
Node.js (Javascript Library),Information Technology,JavaScript and jQuery,2878,0.05420926,3047,0.07179326
Photography,Media and Communications,Photo/Video Production and Technology,2852,0.05371953,363,0.00855299
TikTok,Marketing and Public Relations,Social Media,2839,0.05347467,3903,0.09196229
Primavera (Software),Business,Project Management,2833,0.05336165,595,0.01401936
ISO 9000 Series,Manufacturing and Production,Manufacturing Standards,2822,0.05315446,1366,0.03218562
Engineering Management,Engineering,Engineering Practices,2821,0.05313562,1683,0.03965476
Microservices,Information Technology,Software Development,2820,0.05311679,5478,0.12907236
IT Service Management,Information Technology,IT Management,2814,0.05300377,3431,0.08084105
Service-Level Agreement,Business,Contract Management,2810,0.05292843,1502,0.03539005
Automotive Industry,"Maintenance, Repair, and Facility Services",Vehicle Repair and Maintenance,2807,0.05287192,867,0.02042821
Business Valuation,Finance,Financial Analysis,2798,0.0527024,2772,0.06531372
Cost Management,Finance,Cost Accounting,2787,0.05249521,968,0.02280797
Project Coordination,Business,Project Management,2786,0.05247637,1839,0.04333043
Corporate Governance,"Law, Regulation, and Compliance",Regulation and Legal Compliance,2785,0.05245754,426,0.01003739
Quantity Surveying,Architecture and Construction,Construction Estimating,2778,0.05232569,22,0.00051836
Radiology,Health Care,General Medical Tests and Procedures,2773,0.05223151,2037,0.04799569
Corporate Strategy,Business,Business Strategy,2771,0.05219384,399,0.00940122
Project Portfolio Management,Business,Project Management,2746,0.05172294,1711,0.0403145
Global Marketing,Marketing and Public Relations,Marketing Strategy and Techniques,2728,0.0513839,1086,0.02558828
Structural Engineering,Engineering,Civil and Architectural Engineering,2727,0.05136506,1270,0.02992368
Budget Management,Finance,Budget Management,2715,0.05113903,1372,0.03232699
Environmental Protocols,Environment,Environmental Regulations,2713,0.05110136,339,0.0079875
Financial Policy,Finance,Financial Management,2704,0.05093184,507,0.01194591
Closing (Sales),Sales,General Sales Practices,2691,0.05068698,1015,0.02391538
Market Liquidity,Finance,Financial Trading,2689,0.05064931,1374,0.03237412
Revenue Management,Business,Business Analysis,2686,0.0505928,242,0.00570199
Mechanical Systems,Engineering,Mechanical Engineering,2682,0.05051746,2330,0.05489934
Power Tool Operation,"Maintenance, Repair, and Facility Services",Power Tools,2673,0.05034793,2731,0.06434768
Sales Operations,Sales,Sales Management,2655,0.05000889,1278,0.03011217
Sales Engineering,Sales,Solution Sales Engineering,2649,0.04989588,849,0.0200041
Copywriting,Media and Communications,Writing and Editing,2629,0.04951916,674,0.01588075
Succession Planning,Human Resources,Human Resources Management and Planning,2629,0.04951916,655,0.01543308
Petrochemical,Science and Research,"Elements, Compounds, and Materials",2607,0.04910477,95,0.00223839
Demonstration Skills,Sales,"Company, Product, and Service Knowledge",2603,0.04902943,1391,0.03277467
Software As A Service (SaaS),Information Technology,Cloud Solutions,2600,0.04897292,5012,0.11809249
Angular (Web Framework),Information Technology,Web Design and Development,2590,0.04878457,3481,0.08201915
Financial Market,Finance,Financial Trading,2583,0.04865272,920,0.02167699
Commercial Banking,Finance,Banking Services,2582,0.04863388,3380,0.07963939
Electronic Components,Engineering,Electronic Hardware,2578,0.04855854,3888,0.09160886
SketchUp (3D Modeling Software),Engineering,Drafting and Engineering Design,2575,0.04850203,288,0.00678584
Emergency Response,Public Safety and National Security,Emergency Services,2574,0.0484832,1264,0.0297823
Promotional Campaigns,Marketing and Public Relations,Promotions and Campaigns,2560,0.0482195,211,0.00497157
Expense Reports,Finance,Financial Accounting,2558,0.04818182,1805,0.04252932
Psychology,Health Care,Mental and Behavioral Health Specialties,2549,0.0480123,3843,0.09054857
Direct Selling,Sales,General Sales Practices,2531,0.04767326,1501,0.03536649
Nursing Care,Health Care,Health Care Procedure and Regulation,2531,0.04767326,4720,0.1112124
Corporate Tax,Finance,Tax,2527,0.04759792,573,0.013501
Surveying,Engineering,Surveying and Cartography,2523,0.04752257,538,0.01267633
Performance Improvement,Business,Process Improvement and Optimization,2518,0.04742839,1643,0.03871228
Health And Safety Standards,"Law, Regulation, and Compliance",Occupational Health and Safety,2511,0.04729654,358,0.00843518
Online Marketing,Marketing and Public Relations,Digital Marketing,2510,0.04727771,191,0.00450033
Press Releases,Marketing and Public Relations,Public Relations,2509,0.04725887,756,0.01781283
Payroll Processing,Human Resources,Payroll,2509,0.04725887,1718,0.04047943
Big Data,Analysis,Data Science,2497,0.04703284,2996,0.0705916
Business Analysis,Business,Business Analysis,2497,0.04703284,1711,0.0403145
Systems Design,Information Technology,System Design and Implementation,2486,0.04682565,5545,0.13065101
Ledgers (Accounting),Finance,General Accounting,2483,0.04676914,474,0.01116836
Computer Engineering,Engineering,Electrical and Computer Engineering,2481,0.04673147,5974,0.14075909
Business Support Systems,Business,Business Operations,2477,0.04665613,892,0.02101726
Social Media Strategy,Marketing and Public Relations,Social Media,2463,0.04639243,415,0.00977821
Waste Management,Environment,Waste Management,2455,0.04624174,858,0.02021615
Business-To-Consumer,Sales,Specialized Sales,2449,0.04612873,689,0.01623418
Classroom Management,Education and Training,Teaching,2439,0.04594037,538,0.01267633
Human Resources Information System (HRIS),Human Resources,Human Resources Software,2436,0.04588386,1167,0.02749679
Cost Estimation,Architecture and Construction,Construction Estimating,2436,0.04588386,858,0.02021615
JIRA,Information Technology,Agile Software Development,2436,0.04588386,6576,0.15494338
Brand Strategy,Marketing and Public Relations,Brand Management,2429,0.04575201,602,0.01418429
Consumer Behaviour,Marketing and Public Relations,Market Analysis,2421,0.04560133,810,0.01908518
Information Technology Infrastructure Library,Uncategorized,Uncategorized,2418,0.04554482,1916,0.0451447
Stakeholder Engagement,Business,Business Leadership,2413,0.04545064,1546,0.03642677
Portfolio Management,Finance,Investment Management,2411,0.04541297,1956,0.04608717
Medical Practices And Procedures,Health Care,General Medical Tests and Procedures,2400,0.04520578,829,0.01953286
Stakeholder Communications,Business,Project Management,2387,0.04496091,1544,0.03637965
Full Stack Development,Information Technology,Software Development,2382,0.04486673,5599,0.13192335
Technical Design,Design,Creative Design,2382,0.04486673,2252,0.05306151
Web Services,Information Technology,Web Services,2372,0.04467838,2695,0.06349945
Tax Laws,Finance,Tax,2372,0.04467838,758,0.01785996
.NET Framework,Information Technology,Microsoft Development Tools,2369,0.04462187,3323,0.07829636
Point Of Sale,Customer and Client Support,Cash Register Operation,2366,0.04456536,1787,0.0421052
Pediatrics,Health Care,Pediatrics,2364,0.04452769,1898,0.04472058
Logistics Management,"Transportation, Supply Chain, and Logistics",Logistics,2359,0.04443351,650,0.01531527
Restaurant Management,Hospitality and Food Services,Food and Beverage,2357,0.04439584,730,0.01720022
Event Planning,Hospitality and Food Services,Events and Conferences,2357,0.04439584,1199,0.02825078
Pricing Strategies,Business,Pricing Analysis,2355,0.04435817,766,0.01804845
Staff Management,Business,People Management,2353,0.0443205,555,0.01307688
Culinary Arts,Hospitality and Food Services,Food and Beverage,2350,0.04426399,327,0.00770476
Data Security,Information Technology,Cybersecurity,2344,0.04415098,2732,0.06437125
Project Stakeholders,Business,Project Management,2343,0.04413214,888,0.02092301
Electrical Equipment,Energy and Utilities,Power Generation,2341,0.04409447,995,0.02344414
Financial Controls,Finance,Financial Management,2333,0.04394378,788,0.01856682
Business Case,Business,Business Solutions,2332,0.04392495,815,0.01920299
Project Risk Management,Business,Project Management,2330,0.04388727,868,0.02045177
Laboratory Testing,Science and Research,Laboratory Research,2319,0.04368008,1459,0.03437688
Security Systems,Public Safety and National Security,Safety and Surveillance Technology,2317,0.04364241,1075,0.0253291
Change Orders,Architecture and Construction,General Construction and Construction Labor,2312,0.04354823,2293,0.05402755
Resource Management,Business,Business Management,2308,0.04347289,1596,0.03760487
Cloud Computing,Information Technology,Cloud Computing,2306,0.04343522,3404,0.08020488
Valves (Piping),"Maintenance, Repair, and Facility Services",Plumbing,2304,0.04339755,850,0.02002766
Engineering Drawings,Engineering,Drafting and Engineering Design,2304,0.04339755,1419,0.03343441
Code Review,Information Technology,Software Quality Assurance,2296,0.04324686,5280,0.12440709
Target Market,Marketing and Public Relations,Market Analysis,2286,0.0430585,475,0.01119193
Architectural Design,Architecture and Construction,Architectural Design,2284,0.04302083,2912,0.0686124
Welding,Manufacturing and Production,"Welding, Brazing, and Soldering",2277,0.04288898,1210,0.02850996
Private Equity,Finance,Investment Management,2267,0.04270062,2193,0.05167136
Cash Management,Finance,Cash Management,2265,0.04266295,1185,0.02792091
Market Opportunities,Business,Business Strategy,2256,0.04249343,875,0.02061671
Mortgage Loans,Finance,Mortgage Lending,2254,0.04245576,3543,0.08347999
Real Estate Sales,Property and Real Estate,Real Estate Sales,2253,0.04243692,148,0.00348717
